asset,facility,state
161302,Scripps Memorial Hospital La Jolla Campus,In Service
161962,Scripps Memorial Hospital La Jolla Campus,In Service
162288,Scripps Mercy Hospital Chula Vista Campus,In Service
161400,Scripps Memorial Hospital La Jolla Campus,In Service
162351,Scripps Mercy Hospital Chula Vista Campus,In Service
158808,Scripps Memorial Hospital Encinitas Campus,In Service
160131,Scripps Memorial Hospital La Jolla Campus,In Service
159902,Scripps Green Hospital Campus,In Service
159372,Scripps Mercy Hospital San Diego Campus,In Service
160336,Scripps Memorial Hospital La Jolla Campus,In Service
162060,Scripps Green Hospital Campus,In Service
160431,Scripps Memorial Hospital La Jolla Campus,In Service
169043,Scripps Mercy Hospital San Diego Campus,In Service
162236,Scripps Mercy Hospital Chula Vista Campus,In Service
161327,Scripps Memorial Hospital La Jolla Campus,In Service
172435,Scripps Memorial Hospital La Jolla Campus,In Service
158749,Scripps Memorial Hospital Encinitas Campus,In Service
157624,Scripps Green Hospital Campus,In Service
157627,Scripps Clinics and Coastal Medical Centers,In Service
157788,Scripps Green Hospital Campus,In Service
159350,Scripps Memorial Hospital La Jolla Campus,In Service
160262,Scripps Memorial Hospital La Jolla Campus,In Service
160040,Scripps Green Hospital Campus,In Service
160459,Scripps Memorial Hospital La Jolla Campus,In Service
167025,Scripps Clinics and Coastal Medical Centers,In Service
160651,Scripps Mercy Hospital San Diego Campus,In Service
162319,Scripps Mercy Hospital Chula Vista Campus,In Service
161451,Scripps Memorial Hospital La Jolla Campus,In Service
158616,Scripps Memorial Hospital Encinitas Campus,In Service
161638,Scripps Memorial Hospital La Jolla Campus,In Service
159733,Scripps Green Hospital Campus,In Service
159844,Scripps Clinics and Coastal Medical Centers,In Service
171988,Scripps Mercy Hospital San Diego Campus,In Service
159960,Scripps Green Hospital Campus,In Service
159330,Scripps Mercy Hospital San Diego Campus,In Service
160068,Scripps Green Hospital Campus,In Service
160484,Scripps Memorial Hospital La Jolla Campus,In Service
167001,Scripps Memorial Hospital Encinitas Campus,In Service
159734,Scripps Clinics and Coastal Medical Centers,In Service
162050,Scripps Memorial Hospital La Jolla Campus,In Service
172456,Scripps Mercy Hospital Chula Vista Campus,In Service
161566,Scripps Memorial Hospital La Jolla Campus,In Service
162694,Scripps Memorial Hospital Encinitas Campus,In Service
159762,Scripps Clinics and Coastal Medical Centers,In Service
159987,Scripps Green Hospital Campus,In Service
156651,Scripps Memorial Hospital Encinitas Campus,In Service
160088,Scripps Green Hospital Campus,In Service
159491,Scripps Mercy Hospital San Diego Campus,In Service
156374,Scripps Memorial Hospital Encinitas Campus,In Service
159841,Scripps Green Hospital Campus,In Service
160614,Scripps Mercy Hospital San Diego Campus,In Service
158509,Scripps Memorial Hospital Encinitas Campus,In Service
154889,Scripps Memorial Hospital La Jolla Campus,In Service
158653,Scripps Memorial Hospital Encinitas Campus,In Service
156639,Scripps Memorial Hospital Encinitas Campus,In Service
158884,Scripps Memorial Hospital Encinitas Campus,In Service
160234,Scripps Memorial Hospital La Jolla Campus,In Service
162037,Scripps Green Hospital Campus,In Service
159436,Scripps Mercy Hospital San Diego Campus,In Service
159511,Scripps Mercy Hospital San Diego Campus,In Service
156398,Scripps Memorial Hospital Encinitas Campus,In Service
162303,Scripps Mercy Hospital Chula Vista Campus,In Service
172462,Scripps Memorial Hospital La Jolla Campus,In Service
160712,Scripps Mercy Hospital San Diego Campus,In Service
162372,Scripps Mercy Hospital Chula Vista Campus,In Service
161620,Scripps Memorial Hospital La Jolla Campus,In Service
158677,Scripps Memorial Hospital Encinitas Campus,In Service
159905,Scripps Memorial Hospital Encinitas Campus,In Service
160162,Scripps Corporate and Business Services,In Service
160509,Scripps Mercy Hospital San Diego Campus,In Service
162186,Scripps Mercy Hospital Chula Vista Campus,In Service
160656,Scripps Mercy Hospital San Diego Campus,In Service
158551,Scripps Memorial Hospital Encinitas Campus,In Service
162391,Scripps Mercy Hospital Chula Vista Campus,In Service
160794,Scripps Mercy Hospital San Diego Campus,In Service
158775,Scripps Memorial Hospital Encinitas Campus,In Service
157662,Scripps Green Hospital Campus,In Service
158849,Scripps Memorial Hospital Encinitas Campus,In Service
167037,Scripps Memorial Hospital La Jolla Campus,In Service
160074,Scripps Green Hospital Campus,In Service
157606,Scripps Clinics and Coastal Medical Centers,In Service
159478,Scripps Mercy Hospital San Diego Campus,In Service
159558,Scripps Mercy Hospital San Diego Campus,In Service
160528,Scripps Mercy Hospital San Diego Campus,In Service
161931,Scripps Memorial Hospital Encinitas Campus,In Service
168844,Scripps Mercy Hospital Chula Vista Campus,In Service
154871,Scripps Memorial Hospital La Jolla Campus,In Service
160742,Scripps Mercy Hospital San Diego Campus,In Service
160894,Scripps Mercy Hospital San Diego Campus,In Service
160897,Scripps Mercy Hospital San Diego Campus,In Service
166908,Scripps Mercy Hospital Chula Vista Campus,In Service
171999,Scripps Mercy Hospital San Diego Campus,In Service
159875,Scripps Green Hospital Campus,In Service
160215,Scripps Memorial Hospital La Jolla Campus,In Service
160315,Scripps Memorial Hospital La Jolla Campus,In Service
160411,Scripps Memorial Hospital La Jolla Campus,In Service
169040,Scripps Mercy Hospital San Diego Campus,In Service
160771,Scripps Memorial Hospital La Jolla Campus,In Service
161310,Scripps Memorial Hospital La Jolla Campus,In Service
161407,Scripps Memorial Hospital La Jolla Campus,In Service
161503,Scripps Memorial Hospital La Jolla Campus,In Service
160757,Scripps Mercy Hospital San Diego Campus,In Service
161592,Scripps Memorial Hospital La Jolla Campus,In Service
160832,Scripps Mercy Hospital San Diego Campus,In Service
158736,Scripps Memorial Hospital Encinitas Campus,In Service
161935,Scripps Mercy Hospital San Diego Campus,In Service
159914,Scripps Green Hospital Campus,In Service
160344,Scripps Memorial Hospital La Jolla Campus,In Service
160439,Scripps Memorial Hospital La Jolla Campus,In Service
160562,Scripps Mercy Hospital San Diego Campus,In Service
166939,Scripps Mercy Hospital San Diego Campus,In Service
161335,Scripps Memorial Hospital La Jolla Campus,In Service
160638,Scripps Mercy Hospital San Diego Campus,In Service
162306,Scripps Mercy Hospital Chula Vista Campus,In Service
161430,Scripps Memorial Hospital La Jolla Campus,In Service
158602,Scripps Memorial Hospital Encinitas Campus,In Service
158605,Scripps Memorial Hospital Encinitas Campus,In Service
161616,Scripps Memorial Hospital La Jolla Campus,In Service
160856,Scripps Mercy Hospital San Diego Campus,In Service
162059,Scripps Mercy Hospital San Diego Campus,In Service
159717,Scripps Green Hospital Campus,In Service
159364,Scripps Memorial Hospital La Jolla Campus,In Service
159316,Scripps Mercy Hospital San Diego Campus,In Service
160268,Scripps Memorial Hospital La Jolla Campus,In Service
167015,Scripps Mercy Hospital San Diego Campus,In Service
161359,Scripps Memorial Hospital La Jolla Campus,In Service
162019,Scripps Memorial Hospital La Jolla Campus,In Service
161456,Scripps Memorial Hospital La Jolla Campus,In Service
160726,Scripps Mercy Hospital San Diego Campus,In Service
158553,Scripps Memorial Hospital Encinitas Campus,In Service
158851,Scripps Memorial Hospital Encinitas Campus,In Service
162235,Scripps Memorial Hospital Encinitas Campus,In Service
160530,Scripps Mercy Hospital San Diego Campus,In Service
166944,Scripps Green Hospital Campus,In Service
160672,Scripps Mercy Hospital San Diego Campus,In Service
161574,Scripps Memorial Hospital La Jolla Campus,In Service
166911,Scripps Mercy Hospital Chula Vista Campus,In Service
158793,Scripps Memorial Hospital Encinitas Campus,In Service
157685,Scripps Green Hospital Campus,In Service
158867,Scripps Memorial Hospital Encinitas Campus,In Service
159353,Scripps Mercy Hospital San Diego Campus,In Service
159425,Scripps Mercy Hospital San Diego Campus,In Service
162150,Scripps Mercy Hospital Chula Vista Campus,In Service
160546,Scripps Mercy Hospital San Diego Campus,In Service
162221,Scripps Mercy Hospital Chula Vista Campus,In Service
161306,Scripps Memorial Hospital La Jolla Campus,In Service
161966,Scripps Memorial Hospital La Jolla Campus,In Service
162355,Scripps Mercy Hospital Chula Vista Campus,In Service
157596,Scripps Green Hospital Campus,In Service
160242,Scripps Memorial Hospital La Jolla Campus,In Service
160340,Scripps Memorial Hospital La Jolla Campus,In Service
162065,Scripps Green Hospital Campus,In Service
162169,Scripps Mercy Hospital Chula Vista Campus,In Service
161331,Scripps Memorial Hospital La Jolla Campus,In Service
161986,Scripps Green Hospital Campus,In Service
161528,Scripps Memorial Hospital La Jolla Campus,In Service
160775,Scripps Mercy Hospital San Diego Campus,In Service
160778,Scripps Mercy Hospital San Diego Campus,In Service
158756,Scripps Memorial Hospital Encinitas Campus,In Service
159354,Scripps Memorial Hospital La Jolla Campus,In Service
159814,Scripps Green Hospital Campus,In Service
123995,Scripps Green Hospital Campus,In Service
160264,Scripps Memorial Hospital La Jolla Campus,In Service
166989,Scripps Corporate and Business Services,In Service
160044,Scripps Green Hospital Campus,In Service
159460,Scripps Mercy Hospital San Diego Campus,In Service
160462,Scripps Memorial Hospital La Jolla Campus,In Service
159535,Scripps Mercy Hospital San Diego Campus,In Service
159538,Scripps Mercy Hospital San Diego Campus,In Service
162115,Scripps Mercy Hospital Chula Vista Campus,In Service
167047,Scripps Memorial Hospital La Jolla Campus,In Service
154730,Scripps Memorial Hospital La Jolla Campus,In Service
173565,Scripps Mercy Hospital Chula Vista Campus,In Service
161553,Scripps Memorial Hospital La Jolla Campus,In Service
158620,Scripps Memorial Hospital Encinitas Campus,In Service
172023,Scripps Memorial Hospital La Jolla Campus,In Service
159746,Scripps Clinics and Coastal Medical Centers,In Service
173641,Scripps Clinics and Coastal Medical Centers,In Service
160192,Scripps Memorial Hospital La Jolla Campus,In Service
159969,Scripps Green Hospital Campus,In Service
159334,Scripps Mercy Hospital San Diego Campus,In Service
160294,Scripps Memorial Hospital La Jolla Campus,In Service
160389,Scripps Memorial Hospital La Jolla Campus,In Service
160488,Scripps Memorial Hospital La Jolla Campus,Retired
173044,Scripps Memorial Hospital Encinitas Campus,In Service
159738,Scripps Clinics and Coastal Medical Centers,In Service
162056,Scripps Memorial Hospital Encinitas Campus,In Service
161482,Scripps Memorial Hospital La Jolla Campus,In Service
161570,Scripps Memorial Hospital La Jolla Campus,In Service
160815,Scripps Mercy Hospital San Diego Campus,In Service
158714,Scripps Memorial Hospital Encinitas Campus,In Service
162720,Scripps Memorial Hospital Encinitas Campus,In Service
159991,Scripps Green Hospital Campus,In Service
160098,Scripps Green Hospital Campus,In Service
159496,Scripps Mercy Hospital San Diego Campus,In Service
156378,Scripps Memorial Hospital Encinitas Campus,In Service
160547,Scripps Mercy Hospital San Diego Campus,In Service
160618,Scripps Mercy Hospital San Diego Campus,In Service
162291,Scripps Mercy Hospital Chula Vista Campus,In Service
158516,Scripps Memorial Hospital Encinitas Campus,In Service
154893,Scripps Memorial Hospital La Jolla Campus,In Service
161507,Scripps Memorial Hospital La Jolla Campus,In Service
158586,Scripps Memorial Hospital Encinitas Campus,In Service
158657,Scripps Memorial Hospital Encinitas Campus,In Service
158660,Scripps Memorial Hospital Encinitas Campus,In Service
166931,Scripps Mercy Hospital Chula Vista Campus,In Service
157592,Scripps Green Hospital Campus,In Service
158814,Scripps Memorial Hospital Encinitas Campus,In Service
160238,Scripps Memorial Hospital La Jolla Campus,In Service
160013,Scripps Green Hospital Campus,In Service
172361,Scripps Green Hospital Campus,In Service
159515,Scripps Mercy Hospital San Diego Campus,In Service
166915,Scripps Mercy Hospital San Diego Campus,In Service
159965,Scripps Green Hospital Campus,In Service
162239,Scripps Mercy Hospital Chula Vista Campus,In Service
162710,Scripps Clinics and Coastal Medical Centers,In Service
158533,Scripps Memorial Hospital Encinitas Campus,In Service
158752,Scripps Memorial Hospital Encinitas Campus,In Service
158832,Scripps Memorial Hospital Encinitas Campus,In Service
159937,Scripps Green Hospital Campus,In Service
166986,Scripps Memorial Hospital La Jolla Campus,In Service
160364,Scripps Memorial Hospital La Jolla Campus,In Service
160582,Scripps Mercy Hospital San Diego Campus,In Service
161355,Scripps Memorial Hospital La Jolla Campus,In Service
160654,Scripps Mercy Hospital San Diego Campus,In Service
160874,Scripps Mercy Hospital San Diego Campus,In Service
160878,Scripps Mercy Hospital San Diego Campus,In Service
159837,Scripps Memorial Hospital La Jolla Campus,In Service
160188,Scripps Memorial Hospital La Jolla Campus,In Service
167051,Scripps Memorial Hospital La Jolla Campus,In Service
160385,Scripps Memorial Hospital La Jolla Campus,In Service
162133,Scripps Mercy Hospital Chula Vista Campus,In Service
162204,Scripps Mercy Hospital Chula Vista Campus,In Service
161383,Scripps Memorial Hospital La Jolla Campus,In Service
162338,Scripps Mercy Hospital Chula Vista Campus,In Service
161479,Scripps Memorial Hospital La Jolla Campus,In Service
158641,Scripps Memorial Hospital Encinitas Campus,In Service
158716,Scripps Memorial Hospital Encinitas Campus,In Service
159765,Scripps Green Hospital Campus,In Service
160113,Scripps Memorial Hospital La Jolla Campus,In Service
159880,Scripps Green Hospital Campus,In Service
172438,Scripps Memorial Hospital La Jolla Campus,In Service
160836,Scripps Memorial Hospital La Jolla Campus,In Service
158512,Scripps Memorial Hospital Encinitas Campus,In Service
160694,Scripps Mercy Hospital San Diego Campus,In Service
158588,Scripps Memorial Hospital Encinitas Campus,In Service
161596,Scripps Memorial Hospital La Jolla Campus,In Service
157895,Scripps Green Hospital Campus,In Service
171970,Scripps Mercy Hospital Chula Vista Campus,In Service
159791,Scripps Green Hospital Campus,In Service
160140,Scripps Memorial Hospital La Jolla Campus,In Service
159442,Scripps Mercy Hospital San Diego Campus,In Service
159874,Scripps Clinics and Coastal Medical Centers,In Service
160548,Scripps Mercy Hospital San Diego Campus,In Service
